timestamp,month,day,cakeName,cakeWord,description,note
,11,2,木陰亭のプラムケーキ,輝く才能,"一歩ずつ形にしていくあなた。
旅の食卓に似合う木陰亭のプラムケーキは、輝く才能をそっと思い出させてくれる一品です！",
,11,3,抹茶ロール,聖なる奇跡,"静かな強さを持つあなた。
華やかさと落ち着きを合わせ持つ抹茶ロールは、聖なる奇跡をそっと思い出させてくれる一品です！",
,11,4,銀葉亭のレモンケーキ,丁寧な積み重ね,"まっすぐな思いを抱くあなた。
旅の食卓に似合う銀葉亭のレモンケーキは、丁寧な積み重ねをそっと思い出させてくれる一品です！",
,11,5,浮島,創造的なひらめき,"小さな変化にも気づけるあなた。
静かな高揚感をくれる浮島は、創造的なひらめきをそっと思い出させてくれる一品です！",
,11,6,赤屋根村のベリータルト,人を和ませる明るさ,"自分のペースを大切にするあなた。
旅の食卓に似合う赤屋根村のベリータルトは、人を和ませる明るさをそっと思い出させてくれる一品です！",
,11,7,羊羹カステラ,甘美なロマンス,"周りに安心感を届けるあなた。
軽やかな口どけを大切にした羊羹カステラは、甘美なロマンスをそっと思い出させてくれる一品です！",
,11,8,城下町のマジパンケーキ,冒険心,"一歩ずつ形にしていくあなた。
旅の食卓に似合う城下町のマジパンケーキは、冒険心をそっと思い出させてくれる一品です！",
,11,9,柚子シフォン,朗らかな希望,"静かな強さを持つあなた。
華やかさと落ち着きを合わせ持つ柚子シフォンは、朗らかな希望をそっと思い出させてくれる一品です！",
,11,10,霧谷の小麦粉ケーキ,澄んだ感性,"まっすぐな思いを抱くあなた。
旅の食卓に似合う霧谷の小麦粉ケーキは、澄んだ感性をそっと思い出させてくれる一品です！",
,11,11,桜ロールケーキ,輝く才能,"小さな変化にも気づけるあなた。
静かな高揚感をくれる桜ロールケーキは、輝く才能をそっと思い出させてくれる一品です！",
,11,12,星見櫓の夜食ケーキ,聖なる奇跡,"自分のペースを大切にするあなた。
旅の食卓に似合う星見櫓の夜食ケーキは、聖なる奇跡をそっと思い出させてくれる一品です！",
,11,13,ほうじ茶チーズケーキ,丁寧な積み重ね,"周りに安心感を届けるあなた。
軽やかな口どけを大切にしたほうじ茶チーズケーキは、丁寧な積み重ねをそっと思い出させてくれる一品です！",
,11,14,冬越しの蜂蜜ローフ,創造的なひらめき,"一歩ずつ形にしていくあなた。
旅の食卓に似合う冬越しの蜂蜜ローフは、創造的なひらめきをそっと思い出させてくれる一品です！",
,11,15,栗きんとんモンブラン,人を和ませる明るさ,"静かな強さを持つあなた。
華やかさと落ち着きを合わせ持つ栗きんとんモンブランは、人を和ませる明るさをそっと思い出させてくれる一品です！",
,11,16,市場町のサフランケーキ,甘美なロマンス,"まっすぐな思いを抱くあなた。
旅の食卓に似合う市場町のサフランケーキは、甘美なロマンスをそっと思い出させてくれる一品です！",
,11,17,パイナップルケーキ,冒険心,"小さな変化にも気づけるあなた。
静かな高揚感をくれるパイナップルケーキは、冒険心をそっと思い出させてくれる一品です！",
,11,18,月待ち丘のミルクケーキ,朗らかな希望,"自分のペースを大切にするあなた。
旅の食卓に似合う月待ち丘のミルクケーキは、朗らかな希望をそっと思い出させてくれる一品です！",
,11,19,太陽餅ケーキ,澄んだ感性,"周りに安心感を届けるあなた。
軽やかな口どけを大切にした太陽餅ケーキは、澄んだ感性をそっと思い出させてくれる一品です！",
,11,20,鹿番小屋のスパイスローフ,輝く才能,"一歩ずつ形にしていくあなた。
旅の食卓に似合う鹿番小屋のスパイスローフは、輝く才能をそっと思い出させてくれる一品です！",
,11,21,香港ミルクティーケーキ,聖なる奇跡,"静かな強さを持つあなた。
華やかさと落ち着きを合わせ持つ香港ミルクティーケーキは、聖なる奇跡をそっと思い出させてくれる一品です！",
,11,22,古井戸通りのカスタードタルト,丁寧な積み重ね,"まっすぐな思いを抱くあなた。
旅の食卓に似合う古井戸通りのカスタードタルトは、丁寧な積み重ねをそっと思い出させてくれる一品です！",
,11,23,エッグタルトケーキ,創造的なひらめき,"小さな変化にも気づけるあなた。
静かな高揚感をくれるエッグタルトケーキは、創造的なひらめきをそっと思い出させてくれる一品です！",
,11,24,森番の木の実ケーキ,人を和ませる明るさ,"自分のペースを大切にするあなた。
旅の食卓に似合う森番の木の実ケーキは、人を和ませる明るさをそっと思い出させてくれる一品です！",
,11,25,杏仁ムースケーキ,甘美なロマンス,"周りに安心感を届けるあなた。
軽やかな口どけを大切にした杏仁ムースケーキは、甘美なロマンスをそっと思い出させてくれる一品です！",
,11,26,湖畔宿の白チーズケーキ,冒険心,"一歩ずつ形にしていくあなた。
旅の食卓に似合う湖畔宿の白チーズケーキは、冒険心をそっと思い出させてくれる一品です！",
,11,27,胡麻団子ケーキ,朗らかな希望,"静かな強さを持つあなた。
華やかさと落ち着きを合わせ持つ胡麻団子ケーキは、朗らかな希望をそっと思い出させてくれる一品です！",
,11,28,長旅のレーズンケーキ,澄んだ感性,"まっすぐな思いを抱くあなた。
旅の食卓に似合う長旅のレーズンケーキは、澄んだ感性をそっと思い出させてくれる一品です！",
,11,29,烏龍茶ロール,輝く才能,"小さな変化にも気づけるあなた。
静かな高揚感をくれる烏龍茶ロールは、輝く才能をそっと思い出させてくれる一品です！",
,11,30,収穫祭の麦穂ケーキ,聖なる奇跡,"自分のペースを大切にするあなた。
旅の食卓に似合う収穫祭の麦穂ケーキは、聖なる奇跡をそっと思い出させてくれる一品です！",
,12,1,パンダンシフォン,太陽の祝福,"自然体で進めるあなた。
素材の個性を丁寧に重ねたパンダンシフォンは、太陽の祝福をそっと思い出させてくれる一品です！",
,12,2,クエ・ラピス,優雅な余韻,"人の気持ちを丁寧に受け取れるあなた。
見た目にも物語を感じるクエ・ラピスは、優雅な余韻をそっと思い出させてくれる一品です！",
,12,3,ラピスレギット,冴えた直感,"新しい景色を楽しめるあなた。
余韻までゆっくり楽しめるラピスレギットは、冴えた直感をそっと思い出させてくれる一品です！",
,12,4,ビカアンボン,夢を形にする力,"好きなものを深く味わえるあなた。
やさしい甘さで包み込むビカアンボンは、夢を形にする力をそっと思い出させてくれる一品です！",
,12,5,オンデオンデケーキ,春の訪れ,"明るい空気をつくれるあなた。
ひと口ごとに表情が変わるオンデオンデケーキは、春の訪れをそっと思い出させてくれる一品です！",
,12,6,ウベケーキ,温かな家庭,"ひらめきを大切にできるあなた。
記念日にそっと置きたくなるウベケーキは、温かな家庭をそっと思い出させてくれる一品です！",
,12,7,サンスリバル,軽やかな社交性,"自然体で進めるあなた。
素材の個性を丁寧に重ねたサンスリバルは、軽やかな社交性をそっと思い出させてくれる一品です！",
,12,8,マンゴーフロート,小さな幸せを見つける力,"人の気持ちを丁寧に受け取れるあなた。
見た目にも物語を感じるマンゴーフロートは、小さな幸せを見つける力をそっと思い出させてくれる一品です！",
,12,9,ビビンカケーキ,凛とした自立心,"新しい景色を楽しめるあなた。
余韻までゆっくり楽しめるビビンカケーキは、凛とした自立心をそっと思い出させてくれる一品です！",
,12,10,カラマンシータルト,太陽の祝福,"好きなものを深く味わえるあなた。
やさしい甘さで包み込むカラマンシータルトは、太陽の祝福をそっと思い出させてくれる一品です！",
,12,11,ココナッツジャムケーキ,優雅な余韻,"明るい空気をつくれるあなた。
ひと口ごとに表情が変わるココナッツジャムケーキは、優雅な余韻をそっと思い出させてくれる一品です！",
,12,12,チェンドルケーキ,冴えた直感,"ひらめきを大切にできるあなた。
記念日にそっと置きたくなるチェンドルケーキは、冴えた直感をそっと思い出させてくれる一品です！",
,12,13,ドリアンチーズケーキ,夢を形にする力,"自然体で進めるあなた。
素材の個性を丁寧に重ねたドリアンチーズケーキは、夢を形にする力をそっと思い出させてくれる一品です！",
,12,14,タロイモレイヤーケーキ,春の訪れ,"人の気持ちを丁寧に受け取れるあなた。
見た目にも物語を感じるタロイモレイヤーケーキは、春の訪れをそっと思い出させてくれる一品です！",
,12,15,メドヴィク,温かな家庭,"新しい景色を楽しめるあなた。
余韻までゆっくり楽しめるメドヴィクは、温かな家庭をそっと思い出させてくれる一品です！",
,12,16,プラハケーキ,軽やかな社交性,"好きなものを深く味わえるあなた。
やさしい甘さで包み込むプラハケーキは、軽やかな社交性をそっと思い出させてくれる一品です！",
,12,17,キエフケーキ,小さな幸せを見つける力,"明るい空気をつくれるあなた。
ひと口ごとに表情が変わるキエフケーキは、小さな幸せを見つける力をそっと思い出させてくれる一品です！",
,12,18,プチーチェ・モロコ,凛とした自立心,"ひらめきを大切にできるあなた。
記念日にそっと置きたくなるプチーチェ・モロコは、凛とした自立心をそっと思い出させてくれる一品です！",
,12,19,スパルタクケーキ,太陽の祝福,"自然体で進めるあなた。
素材の個性を丁寧に重ねたスパルタクケーキは、太陽の祝福をそっと思い出させてくれる一品です！",
,12,20,ナポレオンロシアケーキ,優雅な余韻,"人の気持ちを丁寧に受け取れるあなた。
見た目にも物語を感じるナポレオンロシアケーキは、優雅な余韻をそっと思い出させてくれる一品です！",
,12,21,スメタニク,冴えた直感,"新しい景色を楽しめるあなた。
余韻までゆっくり楽しめるスメタニクは、冴えた直感をそっと思い出させてくれる一品です！",
,12,22,ムラヴィニク,夢を形にする力,"好きなものを深く味わえるあなた。
やさしい甘さで包み込むムラヴィニクは、夢を形にする力をそっと思い出させてくれる一品です！",
,12,23,マコヴニク,春の訪れ,"明るい空気をつくれるあなた。
ひと口ごとに表情が変わるマコヴニクは、春の訪れをそっと思い出させてくれる一品です！",
,12,24,セルニク,温かな家庭,"ひらめきを大切にできるあなた。
記念日にそっと置きたくなるセルニクは、温かな家庭をそっと思い出させてくれる一品です！",
,12,25,プレチンドケーキ,軽やかな社交性,"自然体で進めるあなた。
素材の個性を丁寧に重ねたプレチンドケーキは、軽やかな社交性をそっと思い出させてくれる一品です！",
,12,26,ガラクトブレコ,小さな幸せを見つける力,"人の気持ちを丁寧に受け取れるあなた。
見た目にも物語を感じるガラクトブレコは、小さな幸せを見つける力をそっと思い出させてくれる一品です！",
,12,27,バクラヴァ,凛とした自立心,"新しい景色を楽しめるあなた。
余韻までゆっくり楽しめるバクラヴァは、凛とした自立心をそっと思い出させてくれる一品です！",
,12,28,レヴァニ,太陽の祝福,"好きなものを深く味わえるあなた。
やさしい甘さで包み込むレヴァニは、太陽の祝福をそっと思い出させてくれる一品です！",
,12,29,バスブーサ,優雅な余韻,"明るい空気をつくれるあなた。
ひと口ごとに表情が変わるバスブーサは、優雅な余韻をそっと思い出させてくれる一品です！",
,12,30,ナムーラ,冴えた直感,"ひらめきを大切にできるあなた。
記念日にそっと置きたくなるナムーラは、冴えた直感をそっと思い出させてくれる一品です！",
,12,31,クナーファケーキ,夢を形にする力,"自然体で進めるあなた。
素材の個性を丁寧に重ねたクナーファケーキは、夢を形にする力をそっと思い出させてくれる一品です！",
